선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
박주성,투수,0.01,13,0,13,7,0,0,0,1,0,0,18.1,10,11,12.9,89,24,1,0,1,9,2,0,12,0,0,1,4.91,5.4,6.33,6.71,4.64,1.8,0.01,키움 히어로즈,14130,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
문성현,투수,-0.02,4,0,4,3,0,0,0,0,0,0,3.1,2,2,3.2,18,3,2,0,0,6,0,0,3,0,0,1,5.4,5.4,8.64,7.92,7.1,2.7,-0.02,키움 히어로즈,10437,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
양현,투수,-0.02,45,0,45,9,0,0,1,2,0,5,48.0,25,31,32.75,225,59,11,0,3,26,1,4,22,2,0,1,4.69,5.81,6.14,6.32,4.98,1.77,-0.02,키움 히어로즈,10730,12000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김동욱,투수,-0.03,3,0,3,3,0,0,0,0,0,0,3.0,3,3,3.0,16,7,0,1,2,1,0,0,2,0,0,0,9.0,9.0,9.0,9.12,11.07,2.67,-0.03,키움 히어로즈,14681,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
조영건,투수,-0.03,1,0,1,1,0,0,0,0,0,0,1.0,0,0,1.55,6,1,0,0,0,2,0,0,3,0,0,0,0.0,0.0,13.95,13.25,2.47,3.0,-0.03,키움 히어로즈,14132,3800,2021,투수,,,,,,,,,,,,,,,,,,,,,
김성진,투수,-0.06,46,0,46,11,0,0,1,3,0,2,41.2,24,30,29.25,188,40,13,0,4,23,0,2,31,5,0,3,5.18,6.48,6.32,6.5,4.69,1.51,-0.06,키움 히어로즈,14849,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
김정인,투수,-0.07,11,6,5,1,0,0,1,2,0,0,31.2,25,26,25.5,151,34,6,1,6,18,2,0,21,3,0,2,7.11,7.39,7.25,7.59,6.32,1.64,-0.07,키움 히어로즈,11531,3200,2021,투수,,,,,,,,,,,,,,,,,,,,,
장재영,투수,-0.13,19,2,17,3,0,0,0,1,0,0,17.2,18,18,14.75,92,15,5,0,0,24,3,0,14,1,0,5,9.17,9.17,7.51,7.46,6.52,2.21,-0.13,키움 히어로즈,14784,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
이종민,투수,-0.2,2,0,2,1,0,0,0,0,0,0,2.1,6,6,6.0,17,4,0,0,1,7,0,0,3,0,0,0,23.14,23.14,23.14,22.78,14.95,4.71,-0.2,키움 히어로즈,14576,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
임규빈,투수,-0.25,5,0,5,4,0,0,0,0,0,0,8.2,10,10,12.05,43,13,6,0,3,4,0,0,6,0,0,0,10.38,10.38,12.51,12.16,7.59,1.96,-0.25,키움 히어로즈,13010,4500,2021,투수,,,,,,,,,,,,,,,,,,,,,
김선기,투수,-0.29,21,7,14,5,0,0,3,2,0,0,48.1,35,38,35.75,224,53,12,0,5,22,7,0,25,4,1,4,6.52,7.08,6.66,6.75,5.56,1.55,-0.29,키움 히어로즈,13092,5300,2021,투수,,,,,,,,,,,,,,,,,,,,,
이승호,투수,-0.36,38,3,35,5,0,0,1,3,0,5,47.1,29,39,37.45,224,55,7,1,4,31,1,2,37,6,0,8,5.51,7.42,7.12,7.45,4.78,1.82,-0.36,키움 히어로즈,12865,10000,2021,투수,,,,,,,,,,,,,,,,,,,,,
박관진,투수,-0.39,2,0,2,0,0,0,0,0,0,0,0.2,6,9,7.45,12,5,1,0,0,3,1,0,0,1,0,0,81.0,99.99,100.58,102.94,22.37,12.0,-0.39,키움 히어로즈,14693,3000,2021,투수,,,,,,,,,,,,,,,,,,,,,
오주원,투수,-0.52,22,0,22,11,0,0,1,1,1,0,19.1,20,20,19.15,94,35,8,0,3,4,0,1,11,0,0,1,9.31,9.31,8.91,9.62,4.67,2.02,-0.52,키움 히어로즈,10445,20000,2021,투수,,,,,,,,,,,,,,,,,,,,,
하주석,유격수,,113,111,,,,,,,,,923.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10913,13500,2021,타자,0.692,376.0,131.0,231.0,14.0,96.3,3.53,-3.46,,0.0,0.99,,,,,-2.48,-2.58,9.46,6.98,-0.246,109139.0
이해창,포수,,20,16,,,,,,,,,149.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10391,6000,2021,타자,0.18,129.0,112.0,16.0,1.0,99.2,7.73,0.27,,-0.02,,-0.06,0.56,-0.54,,0.37,2.68,1.44,1.81,0.037,103919.0
김현민,2루수,,3,1,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14209,3100,2021,타자,0.089,7.0,2.0,5.0,0.0,100.0,4.85,0.95,,0.02,-0.11,,,,,0.85,24.46,0.05,0.9,0.084,142099.0
이성열,1루수,,10,7,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10168,40000,2021,타자,0.019,52.0,46.0,5.0,1.0,98.1,7.17,0.7,,0.05,,,,,,0.76,2.37,-0.56,0.2,0.075,101689.0
장규현,포수,,4,1,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14811,3000,2021,타자,0.019,12.0,12.0,0.0,0.0,100.0,6.75,0.0,,0.05,,,0.0,0.0,,0.05,1.01,0.14,0.19,0.005,148119.0
이성곤,1루수,,38,34,,,,,,,,,283.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,11206,5400,2021,타자,-0.115,268.0,251.0,13.0,4.0,98.5,8.4,1.78,,-0.26,,0.06,,,,1.58,3.66,-2.74,-1.16,0.156,112069.0
허관회,포수,,17,9,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14204,3100,2021,타자,-0.14,78.0,74.0,3.0,1.0,98.7,7.37,-0.12,,-0.2,,,-0.31,-2.67,,-2.49,-12.83,1.08,-1.41,-0.247,142049.0
힐리,1루수,,62,59,,,,,,,,,527.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14761,50000,2021,타자,-0.228,526.0,479.0,42.0,5.0,99.0,8.9,2.92,,-0.06,,-0.12,,,,2.74,5.88,-5.04,-2.3,0.272,147619.0
임종찬,우익수,,40,38,,,,,,,,,329.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14706,3600,2021,타자,-0.366,71.0,70.0,0.0,1.0,98.6,1.91,-1.39,-0.81,-0.05,,,,,,-2.25,-7.71,-1.44,-3.69,-0.223,147069.0
윤대경,투수,,43,9,,,,,,,,,77.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,11110,7700,2021,타자,,6.0,4.0,2.0,0.0,100.0,0.7,,,,,,,,,0.0,,,,0.0,111109.0
장민재,투수,,12,6,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10610,10000,2021,타자,,2.0,0.0,2.0,0.0,100.0,0.61,,,,,,,,,0.0,0.0,,,0.0,106109.0
카펜터,투수,,31,30,,,,,,,,,170.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14760,30000,2021,타자,,25.0,6.0,16.0,3.0,88.0,1.16,,,,,,,,,0.0,,,,0.0,147609.0
임준섭,투수,,13,0,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10795,5800,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,107959.0
김종수,투수,,47,0,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,11117,6100,2021,타자,,6.0,2.0,4.0,0.0,100.0,1.16,,,,,,,,,0.0,0.0,,,0.0,111179.0
신정락,투수,,20,0,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10516,8000,2021,타자,,5.0,2.0,3.0,0.0,100.0,2.25,,,,,,,,,0.0,0.0,,,0.0,105169.0
송윤준,투수,,16,0,,,,,,,,,12.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10748,4000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,107489.0
김기탁,투수,,17,0,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,12875,3300,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,128759.0
정우람,투수,,50,0,,,,,,,,,44.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10156,80000,2021,타자,,6.0,1.0,5.0,0.0,100.0,1.21,,,,,,,,,0.0,0.0,,,0.0,101569.0
윤호솔,투수,,54,0,,,,,,,,,48.2,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,11170,3100,2021,타자,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,111709.0
강재민,투수,,58,0,,,,,,,,,63.1,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,14708,7900,2021,타자,,11.0,5.0,6.0,0.0,100.0,1.56,,,,,,,,,0.0,0.0,,,0.0,147089.0
오지환,유격수,,132,129,,,,,,,,,1060.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10475,60000,2021,타자,1.738,547.0,175.0,359.0,13.0,97.6,4.53,7.69,,-0.28,-0.34,,,,,7.07,7.6,10.46,17.53,0.701,104756.0
유강남,포수,,129,117,,,,,,,,,961.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10753,30000,2021,타자,1.024,897.0,829.0,65.0,3.0,99.7,8.37,-1.21,,2.61,,-0.42,0.59,-2.26,,-0.01,-0.01,10.34,10.33,-0.001,107536.0
서건창,2루수,,62,58,,,,,,,,,463.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10855,22500,2021,타자,0.465,237.0,115.0,121.0,1.0,99.6,4.58,1.93,,0.09,0.23,,,,,2.25,2.25,2.44,4.69,0.223,108556.0
김재성,포수,,55,16,,,,,,,,,198.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,11344,3100,2021,타자,0.227,176.0,162.0,13.0,1.0,99.4,7.93,0.16,,0.14,,0.14,-0.16,0.49,,0.63,1.56,1.66,2.29,0.062,113446.0
정주현,2루수,,72,67,,,,,,,,,505.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10480,14000,2021,타자,0.224,310.0,110.0,188.0,12.0,96.1,5.31,0.28,,-0.36,0.22,,,,,0.13,0.27,2.12,2.25,0.013,104806.0
이성우,포수,,34,11,,,,,,,,,112.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10004,8000,2021,타자,0.15,107.0,101.0,5.0,1.0,99.1,8.47,-0.14,,-0.13,,0.14,-0.43,1.77,,0.67,2.69,0.84,1.51,0.067,100046.0
김호은,1루수,,2,1,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,12554,5000,2021,타자,0.034,11.0,9.0,2.0,0.0,100.0,11.0,0.42,,0.01,,,,,,0.43,8.78,-0.08,0.35,0.042,125546.0
보어,1루수,,28,27,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,14988,30000,2021,타자,-0.29,196.0,181.0,12.0,3.0,98.5,8.69,-1.09,,0.17,,0.07,,,,-0.86,-3.87,-2.06,-2.92,-0.085,149886.0
라모스,1루수,,37,37,,,,,,,,,287.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,14592,60000,2021,타자,-0.293,314.0,286.0,24.0,4.0,98.7,9.72,1.63,,-0.76,,-0.83,,,,0.04,0.13,-3.0,-2.96,0.004,145926.0
김지용,투수,,3,0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10747,7000,2021,타자,,1.0,0.0,1.0,0.0,100.0,2.25,,,,,,,,,0.0,0.0,,,0.0,107476.0
채지선,투수,,14,0,,,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,11387,3500,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,113876.0
이상규,투수,,7,0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,13245,4000,2021,타자,,1.0,0.0,1.0,0.0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,132456.0
김진수,투수,,3,0,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,14781,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,147816.0
최성훈,투수,,46,0,,,,,,,,,40.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10851,7200,2021,타자,,6.0,4.0,1.0,1.0,83.3,1.11,,,,,,,,,0.0,0.0,,,0.0,108516.0
고우석,투수,,63,0,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,12907,18000,2021,타자,,13.0,2.0,11.0,0.0,100.0,2.02,,,,,,,,,0.0,0.0,,,0.0,129076.0
이상영,투수,,21,9,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,14135,3100,2021,타자,,7.0,1.0,6.0,0.0,100.0,1.26,,,,,,,,,0.0,0.0,,,0.0,141356.0
진해수,투수,,48,0,,,,,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10075,25000,2021,타자,,13.0,4.0,9.0,0.0,100.0,2.64,,,,,,,,,0.0,0.0,,,0.0,100756.0
이우찬,투수,,15,5,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10749,5000,2021,타자,,5.0,1.0,4.0,0.0,100.0,1.32,,,,,,,,,0.0,0.0,,,0.0,107496.0
이찬혁,투수,,1,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,12909,3100,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,129096.0
류원석,투수,,5,0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,13251,3300,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,132516.0
김대유,투수,,64,0,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,10706,4000,2021,타자,,12.0,2.0,8.0,2.0,83.3,1.78,,,,,,,,,0.0,,,,0.0,107066.0
이정용,투수,,66,0,,,,,,,,,69.2,,,,,,,,,,,,,,,,,,,,,,,LG 트윈스,14134,5000,2021,타자,,12.0,3.0,8.0,1.0,91.7,1.42,,,,,,,,,0.0,0.0,,,0.0,141346.0
마차도,유격수,,133,127,,,,,,,,,1076.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,14629,50000,2021,타자,1.818,583.0,235.0,337.0,11.0,98.1,4.78,3.38,,1.24,3.03,,,,,7.66,8.23,10.68,18.34,0.759,146292.0
안중열,포수,,56,41,,,,,,,,,364.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,11329,4700,2021,타자,0.709,324.0,292.0,31.0,1.0,99.7,7.97,-0.15,,0.68,,-0.04,1.92,1.46,,3.43,8.53,3.72,7.15,0.341,113292.0
지시완,포수,,72,52,,,,,,,,,448.1,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,11413,3500,2021,타자,0.406,436.0,395.0,40.0,1.0,99.8,8.73,0.44,,0.95,,-0.04,0.02,-2.41,,-0.32,-0.63,4.42,4.1,-0.031,114132.0
김준태,포수,,45,31,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,10835,6500,2021,타자,0.203,273.0,254.0,18.0,1.0,99.6,8.56,-0.14,,0.43,,-0.27,-1.77,1.11,,-0.97,-2.42,3.02,2.05,-0.097,108352.0
김주현,1루수,,2,1,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,12570,3100,2021,타자,0.133,12.0,11.0,1.0,0.0,100.0,9.82,1.43,,0.01,,,,,,1.44,25.86,-0.1,1.34,0.142,125702.0
최종은,2루수,,1,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,14820,2700,2021,타자,0.02,1.0,0.0,1.0,0.0,100.0,9.0,0.19,,0.0,,,,,,0.19,27.71,0.01,0.2,0.019,148202.0
손성빈,포수,,12,3,,,,,,,,,37.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,14796,3000,2021,타자,-0.013,36.0,33.0,3.0,0.0,100.0,8.6,0.0,,0.12,,,-0.12,-0.76,,-0.54,-3.86,0.41,-0.13,-0.053,147962.0
정보근,포수,,11,7,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,13154,3700,2021,타자,-0.075,48.0,41.0,6.0,1.0,97.9,7.83,-0.12,,-0.32,,-0.04,0.0,-1.07,,-1.23,-16.13,0.48,-0.75,-0.122,131542.0
이병규,1루수,,3,2,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10477,5500,2021,타자,-0.128,17.0,17.0,0.0,0.0,100.0,9.0,-1.11,,0.01,,,,,,-1.09,-5.44,-0.2,-1.29,-0.109,104772.0
안치홍,2루수,,110,108,,,,,,,,,908.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10014,29000,2021,타자,-0.141,476.0,176.0,290.0,10.0,97.9,4.62,-5.57,,0.15,-0.69,,,,,-6.12,-7.4,4.69,-1.43,-0.607,100142.0
민병헌,중견수,,12,11,,,,,,,,,88.1,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10188,50000,2021,타자,-0.37,17.0,17.0,0.0,0.0,100.0,1.73,-2.93,-0.9,0.09,,,,,,-3.73,-38.38,0.0,-3.73,-0.37,101882.0
손아섭,우익수,,134,131,,,,,,,,,1118.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10261,50000,2021,타자,-0.93,232.0,222.0,5.0,5.0,97.8,1.83,-2.39,-0.11,-0.95,,,,,,-3.45,-3.57,-5.93,-9.38,-0.342,102612.0
전준우,좌익수,,116,116,,,,,,,,,969.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10266,50000,2021,타자,-1.023,239.0,233.0,6.0,0.0,100.0,2.22,-4.96,-1.06,0.88,,,,,,-5.14,-5.14,-5.18,-10.32,-0.509,102662.0
이인복,투수,,25,8,,,,,,,,,61.1,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,11232,4800,2021,타자,,12.0,5.0,7.0,0.0,100.0,1.76,,,,,,,,,0.0,0.0,,,0.0,112322.0
한승혁,투수,,7,0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,12590,3400,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,0.0,125902.0
강윤구,투수,,20,0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10423,10000,2021,타자,,3.0,0.0,2.0,1.0,66.7,1.29,,,,,,,,,0.0,0.0,,,0.0,104232.0
박세웅,투수,,28,28,,,,,,,,,163.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,11310,16500,2021,타자,,39.0,12.0,26.0,1.0,97.4,2.1,,,,,,,,,0.0,,,,0.0,113102.0
나균안,투수,,23,7,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,12930,4300,2021,타자,,8.0,0.0,8.0,0.0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,129302.0
오현택,투수,,20,0,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10210,7500,2021,타자,,4.0,2.0,2.0,0.0,100.0,2.2,,,,,,,,,0.0,0.0,,,0.0,102102.0
김유영,투수,,26,0,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,11229,4500,2021,타자,,2.0,0.0,2.0,0.0,100.0,0.96,,,,,,,,,0.0,0.0,,,0.0,112292.0
나원탁,투수,,2,0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,12935,3000,2021,타자,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,129352.0
송재영,투수,,19,0,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,14794,3000,2021,타자,,2.0,1.0,1.0,0.0,100.0,1.23,,,,,,,,,0.0,0.0,,,0.0,147942.0
김원중,투수,,61,0,,,,,,,,,62.2,,,,,,,,,,,,,,,,,,,,,,,롯데 자이언츠,10825,17000,2021,타자,,8.0,2.0,5.0,1.0,87.5,1.01,,,,,,,,,0.0,0.0,,,0.0,108252.0
박찬호,유격수,,128,126,,,,,,,,,1100.1,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11261,10000,2021,타자,1.095,549.0,204.0,321.0,24.0,95.6,4.29,1.51,,-0.72,0.61,,,,,1.4,1.54,9.64,11.04,0.139,112610.0
한승택,포수,,82,68,,,,,,,,,589.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11119,8500,2021,타자,0.867,547.0,489.0,53.0,5.0,99.1,8.28,1.02,,-0.59,,0.12,0.57,2.75,,3.04,5.33,5.71,8.75,0.301,111190.0
김민식,포수,,86,67,,,,,,,,,606.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,10707,8500,2021,타자,0.437,517.0,470.0,42.0,5.0,99.0,7.6,-0.7,,0.46,,-0.02,-0.08,-2.64,,-2.19,-3.15,6.6,4.41,-0.217,107070.0
김호령,중견수,,61,44,,,,,,,,,394.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11298,8500,2021,타자,0.328,126.0,124.0,2.0,0.0,100.0,2.88,1.83,1.07,0.4,,,,,,3.3,7.67,0.0,3.3,0.328,112980.0
박민,유격수,,14,11,,,,,,,,,94.2,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,14611,3000,2021,타자,0.058,39.0,13.0,24.0,2.0,94.9,3.52,0.75,,0.15,-1.02,,,,,-0.12,-0.94,0.7,0.58,-0.012,146110.0
최형우,좌익수,,2,1,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,10344,90000,2021,타자,0.056,4.0,4.0,0.0,0.0,100.0,3.6,0.62,,0.01,,,,,,0.63,0.87,-0.06,0.57,0.062,103440.0
백용환,1루수,,1,0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,한화 이글스,10003,4000,2021,타자,-0.004,1.0,1.0,0.0,0.0,100.0,3.0,,,0.0,,,,,,0.0,0.01,-0.04,-0.04,0.0,100030.0
권혁경,포수,,5,5,,,,,,,,,41.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,14790,3000,2021,타자,-0.023,23.0,22.0,1.0,0.0,100.0,5.05,0.0,,0.13,,,-0.4,-0.55,,-0.66,-19.03,0.43,-0.23,-0.066,147900.0
이정훈,포수,,4,4,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,12916,3000,2021,타자,-0.029,28.0,24.0,2.0,2.0,92.9,7.09,-0.06,,-0.89,,,-0.09,0.44,,-0.73,-2.55,0.43,-0.29,-0.072,129160.0
오선우,좌익수,,6,4,,,,,,,,,33.1,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,14181,3400,2021,타자,-0.056,16.0,15.0,1.0,0.0,100.0,4.32,-1.06,0.6,0.03,,,,,,-0.44,-6.99,-0.13,-0.57,-0.043,141810.0
김석환,1루수,,4,4,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,12917,3000,2021,타자,-0.243,42.0,40.0,0.0,2.0,95.2,10.29,-2.14,,0.03,,,,,,-2.11,-60.9,-0.34,-2.45,-0.21,129170.0
유민상,1루수,,15,14,,,,,,,,,118.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,10895,10500,2021,타자,-0.272,113.0,106.0,7.0,0.0,100.0,8.62,-1.68,,0.1,,,,,,-1.58,-9.5,-1.16,-2.74,-0.157,108950.0
나지완,좌익수,,24,23,,,,,,,,,176.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,10030,40000,2021,타자,-0.565,38.0,38.0,0.0,0.0,100.0,1.94,-4.7,-0.24,0.16,,,,,,-4.78,-22.2,-0.92,-5.7,-0.474,100300.0
황대인,1루수,,71,64,,,,,,,,,546.0,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11306,4300,2021,타자,-0.925,532.0,502.0,27.0,3.0,99.4,8.72,-3.87,,-0.55,,0.37,,,,-4.05,-6.78,-5.28,-9.33,-0.401,113060.0
이의리,투수,,19,19,,,,,,,,,94.2,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,14788,3000,2021,타자,,10.0,3.0,6.0,1.0,90.0,0.86,,,,,,,,,0.0,,,,0.0,147880.0
정해영,투수,,64,0,,,,,,,,,65.1,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,14608,7000,2021,타자,,14.0,3.0,10.0,1.0,92.9,1.79,,,,,,,,,0.0,0.0,,,0.0,146080.0
장현식,투수,,69,0,,,,,,,,,76.2,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11164,10500,2021,타자,,11.0,1.0,9.0,1.0,90.9,1.17,,,,,,,,,0.0,0.0,,,0.0,111640.0
이준영,투수,,47,1,,,,,,,,,35.2,,,,,,,,,,,,,,,,,,,,,,,KIA 타이거즈,11303,6000,2021,타자,,7.0,1.0,6.0,0.0,100.0,1.77,,,,,,,,,0.0,,,,0.0,113030.0
장성우,포수,,110,97,,,,,,,,,813.1,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,10235,21000,2021,타자,0.72,748.0,698.0,43.0,7.0,99.1,8.2,-0.31,,-0.37,,-0.37,-0.84,-0.74,,-2.41,-2.73,9.67,7.26,-0.239,102358.0
배정대,중견수,,144,139,,,,,,,,,1189.1,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,11212,14000,2021,타자,0.365,318.0,308.0,7.0,3.0,99.1,2.38,2.41,1.55,-0.28,,,,,,3.68,3.68,0.0,3.68,0.365,112128.0
허도환,포수,,57,33,,,,,,,,,290.1,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,10684,7500,2021,타자,0.35,252.0,238.0,13.0,1.0,99.6,7.78,-0.17,,0.44,,-0.05,-0.08,0.8,,0.7,1.63,2.83,3.53,0.069,106848.0
이홍구,포수,,35,13,,,,,,,,,143.1,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,11071,7000,2021,타자,0.246,129.0,122.0,7.0,0.0,100.0,8.1,-0.12,,0.46,,,0.49,0.6,,1.26,4.89,1.22,2.48,0.125,110718.0
박경수,2루수,,97,60,,,,,,,,,522.0,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,10469,40000,2021,타자,0.094,305.0,121.0,181.0,3.0,99.0,5.21,-0.48,,0.66,-1.6,,,,,-1.42,-1.73,2.37,0.95,-0.141,104698.0
고영표,투수,,26,25,,,,,,,,,166.2,,,,,,,,,,,,,,,,,,,,,,,KT 위즈,11308,12000,2021,타자,0.0,38.0,10.0,28.0,0.0,100.0,2.05,,,,,,,,,0.0,0.0,0.0,0.0,0.0,113088.0
