,Unnamed: 0,선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
1183,1183,오선우,KIA 타이거즈,-0.07,3,-0.03,-0.04,7,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.286,0.286,0.286,0.572,0.049,36.1,141810,2024,14181,1루수,3300.0,60.0,519.0,0.0,3300.0
1184,1184,한승택,KIA 타이거즈,-0.07,20,0.11,-0.17,15,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0,0,0.273,0.467,0.273,0.74,0.171,128.3,111190,2024,11119,포수,6500.0,34.0,329.0,0.0,6500.0
1185,1185,김두현,KIA 타이거즈,-0.15,3,0.1,-0.26,6,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.4,0.5,0.4,0.9,0.229,164.9,160860,2024,16086,유격수,3000.0,67.0,601.0,0.0,3000.0
1186,1186,김규성,KIA 타이거즈,-0.19,27,0.05,-0.25,15,14,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,1,0,0.25,0.357,0.333,0.69,0.119,88.3,125400,2024,12540,2루수,5500.0,39.0,372.0,0.0,5500.0
1187,1187,최정용,KIA 타이거즈,-0.2,6,-0.1,-0.1,12,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0.182,0.25,0.182,0.432,0.01,7.5,114070,2024,11407,2루수,4300.0,45.0,427.0,0.0,4300.0
1188,1188,김호령,KIA 타이거즈,-0.23,64,-0.44,0.21,67,67,59,12,8,2,0,1,13,4,3,2,8,0,0,25,1,0,0,0.136,0.239,0.22,0.459,0.021,16.0,112980,2024,11298,중견수,9000.0,28.0,255.0,0.0,9000.0
1189,1189,로하스,KT 위즈,6.5,144,6.34,0.16,670,664,572,108,188,39,1,32,325,112,2,1,88,6,9,115,10,0,4,0.329,0.421,0.568,0.989,0.211,153.3,129958,2024,12995,좌익수,50000.0,6.0,70.0,0.0,50000.0
1190,1190,장성우,KT 위즈,3.23,131,3.13,0.1,489,486,418,53,112,19,0,19,188,81,5,0,60,1,1,86,8,2,8,0.268,0.355,0.45,0.805,0.144,104.2,102358,2024,10235,포수,50000.0,4.0,34.0,45000.0,95000.0
1191,1191,김민혁,KT 위즈,2.2,115,2.08,0.12,393,389,351,47,124,14,3,1,147,34,4,2,35,1,1,45,9,3,3,0.353,0.41,0.419,0.829,0.164,118.0,113398,2024,11339,좌익수,24000.0,14.0,124.0,0.0,24000.0
1192,1192,강백호,KT 위즈,2.12,144,2.46,-0.34,614,612,550,92,159,27,0,26,264,96,6,2,59,3,4,127,6,0,2,0.289,0.36,0.48,0.84,0.154,112.3,131688,2024,13168,1루수,29000.0,10.0,111.0,0.0,29000.0
1193,1193,김상수,KT 위즈,1.89,113,1.77,0.13,420,413,369,60,102,18,4,4,140,45,3,2,37,6,0,59,12,7,1,0.276,0.351,0.379,0.73,0.126,91.5,103208,2024,10320,유격수,30000.0,6.0,70.0,20000.0,50000.0
1194,1194,문상철,KT 위즈,1.64,125,0.96,0.68,403,401,347,50,89,11,0,17,151,58,6,1,45,7,2,86,8,1,3,0.256,0.351,0.435,0.786,0.139,101.7,113338,2024,11333,1루수,11000.0,26.0,215.0,0.0,11000.0
1195,1195,오윤석,KT 위즈,1.52,73,1.36,0.16,201,198,174,33,51,12,2,6,85,27,0,1,18,4,0,41,7,3,2,0.293,0.369,0.489,0.858,0.166,120.7,113978,2024,11397,2루수,14000.0,23.0,189.0,0.0,14000.0
1196,1196,배정대,KT 위즈,0.88,113,1.41,-0.52,473,464,404,49,111,25,1,7,159,59,9,7,50,4,1,114,5,8,7,0.275,0.355,0.394,0.749,0.129,94.1,112128,2024,11212,중견수,32000.0,9.0,98.0,0.0,32000.0
1197,1197,신본기,KT 위즈,0.82,84,0.84,-0.02,152,143,122,18,34,3,0,3,46,19,2,0,16,3,0,28,3,9,2,0.279,0.371,0.377,0.748,0.135,97.6,108408,2024,10840,유격수,13000.0,24.0,200.0,0.0,13000.0
1198,1198,심우준,KT 위즈,0.64,53,0.65,-0.01,192,187,169,22,45,4,0,3,58,28,7,1,17,1,0,29,3,5,0,0.266,0.337,0.343,0.68,0.105,75.5,113348,2024,11334,유격수,29000.0,10.0,111.0,0.0,29000.0
1199,1199,조대현,KT 위즈,0.46,26,0.17,0.29,45,40,36,2,11,2,0,0,13,3,0,0,3,0,0,12,1,5,1,0.306,0.35,0.361,0.711,0.113,81.4,131778,2024,13177,포수,3100.0,58.0,563.0,0.0,3100.0
1200,1200,강현우,KT 위즈,0.34,18,0.46,-0.12,36,34,26,4,8,1,0,1,12,8,0,0,8,0,0,10,0,2,0,0.308,0.471,0.462,0.933,0.216,161.1,146038,2024,14603,포수,5000.0,43.0,385.0,0.0,5000.0
1201,1201,천성호,KT 위즈,0.3,75,0.63,-0.33,255,254,234,41,69,8,3,1,86,17,7,0,18,1,0,43,5,1,1,0.295,0.346,0.368,0.714,0.116,84.6,146068,2024,14606,2루수,4500.0,47.0,412.0,0.0,4500.0
1202,1202,정준영,KT 위즈,0.17,43,-0.17,0.34,74,71,62,9,14,2,0,0,16,3,0,0,8,1,0,16,1,3,0,0.226,0.324,0.258,0.582,0.079,57.8,155198,2024,15519,우익수,16200.0,19.0,168.0,0.0,16200.0
1203,1203,김병준,KT 위즈,0.16,35,0.15,0.01,16,16,14,9,5,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0.357,0.438,0.357,0.795,0.162,121.4,150978,2024,15097,중견수,3100.0,58.0,563.0,0.0,3100.0
1204,1204,김준태,KT 위즈,0.15,23,0.15,0.0,30,30,25,6,6,2,0,0,8,3,0,0,5,0,0,6,0,0,0,0.24,0.367,0.32,0.687,0.122,91.3,108358,2024,10835,포수,10000.0,28.0,232.0,0.0,10000.0
1205,1205,박경수,KT 위즈,0.05,5,0.11,-0.05,3,3,3,2,2,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0.667,0.667,1.0,1.667,0.487,354.6,104698,2024,10469,2루수,20000.0,17.0,135.0,0.0,20000.0
1206,1206,강민성,KT 위즈,0.01,1,-0.03,0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,141918,2024,14191,3루수,3600.0,52.0,483.0,0.0,3600.0
1207,1207,장준원,KT 위즈,-0.04,17,-0.13,0.09,18,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0.071,0.278,0.071,0.349,0.018,13.5,112148,2024,11214,유격수,5300.0,41.0,380.0,0.0,5300.0
1208,1208,안현민,KT 위즈,-0.07,16,0.01,-0.08,29,29,25,5,5,0,1,1,10,2,0,0,2,1,0,10,0,0,1,0.2,0.276,0.4,0.676,0.091,67.3,150928,2024,15092,좌익수,3000.0,62.0,601.0,0.0,3000.0
1209,1209,권동진,KT 위즈,-0.09,9,-0.03,-0.07,10,10,9,3,2,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0.222,0.3,0.222,0.522,0.05,37.9,147778,2024,14777,유격수,4600.0,46.0,409.0,0.0,4600.0
1210,1210,홍현빈,KT 위즈,-0.18,28,0.04,-0.22,22,21,18,5,4,0,1,0,6,2,0,0,3,0,0,7,0,1,0,0.222,0.333,0.333,0.666,0.108,78.0,129418,2024,12941,우익수,4500.0,47.0,412.0,0.0,4500.0
1211,1211,송민섭,KT 위즈,-0.18,36,0.08,-0.26,20,19,14,8,3,0,0,0,3,1,0,1,3,2,0,6,0,1,0,0.214,0.421,0.214,0.635,0.145,105.2,113428,2024,11342,우익수,6500.0,35.0,329.0,0.0,6500.0
1212,1212,안치영,KT 위즈,-0.22,31,-0.26,0.05,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.25,0.283,0.25,0.533,0.042,30.8,130068,2024,13006,우익수,5000.0,43.0,385.0,0.0,5000.0
1213,1213,윤준혁,KT 위즈,-0.23,13,-0.15,-0.08,18,18,17,3,3,2,0,0,5,0,0,0,1,0,0,6,0,0,0,0.176,0.222,0.294,0.516,0.03,21.9,146058,2024,14605,3루수,3000.0,62.0,601.0,0.0,3000.0
1214,1214,황재균,KT 위즈,-0.3,137,0.02,-0.32,536,531,493,60,128,22,0,13,189,58,4,6,34,2,0,95,16,5,2,0.26,0.309,0.383,0.692,0.099,72.2,104078,2024,10407,3루수,100000.0,2.0,10.0,62500.0,162500.0
1215,1215,박민석,KT 위즈,-0.31,20,-0.14,-0.18,14,14,14,6,3,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0.214,0.214,0.214,0.428,-0.01,-7.4,141108,2024,14110,2루수,3100.0,58.0,563.0,0.0,3100.0
1216,1216,김건형,KT 위즈,-0.38,13,-0.35,-0.03,25,25,24,2,3,1,0,0,4,1,0,0,1,0,0,8,0,0,0,0.125,0.16,0.167,0.327,-0.046,-34.1,147798,2024,14779,우익수,3000.0,62.0,601.0,0.0,3000.0
1217,1217,오재일,KT 위즈,-0.45,83,-0.01,-0.43,272,272,232,27,57,13,0,8,94,37,0,0,30,2,0,70,3,0,8,0.246,0.327,0.405,0.732,0.116,84.3,104008,2024,10400,1루수,50000.0,6.0,70.0,0.0,50000.0
1218,1218,조용호,KT 위즈,-0.52,60,-0.53,0.01,165,162,149,17,37,5,0,0,42,13,5,1,13,0,0,25,5,3,0,0.248,0.309,0.282,0.591,0.071,51.9,129438,2024,12943,우익수,15000.0,22.0,178.0,0.0,15000.0
1219,1219,이호연,KT 위즈,-0.61,27,-0.55,-0.06,43,42,41,3,6,1,0,0,7,0,0,0,1,0,0,12,2,1,0,0.146,0.167,0.171,0.338,-0.044,-32.6,131518,2024,13151,2루수,8500.0,31.0,264.0,0.0,8500.0
1220,1220,구자욱,삼성 라이온즈,5.69,129,5.61,0.08,568,563,493,92,169,39,1,33,309,115,13,4,55,12,4,73,6,2,6,0.343,0.417,0.627,1.044,0.228,162.3,108923,2024,10892,우익수,200000.0,1.0,5.0,0.0,200000.0
1221,1221,김지찬,삼성 라이온즈,3.98,135,3.58,0.41,535,521,453,102,143,16,3,3,174,36,42,4,60,9,2,40,5,12,1,0.316,0.405,0.384,0.789,0.157,112.7,146183,2024,14618,2루수,16000.0,18.0,171.0,0.0,16000.0
1222,1222,강민호,삼성 라이온즈,3.32,136,3.02,0.3,452,450,403,48,122,19,1,19,200,77,3,0,35,8,2,52,17,0,6,0.303,0.365,0.496,0.861,0.161,115.6,102323,2024,10232,포수,40000.0,6.0,54.0,30000.0,70000.0
1223,1223,이재현,삼성 라이온즈,3.03,109,2.43,0.6,458,457,389,71,101,18,1,14,163,66,2,1,58,8,1,83,8,0,3,0.26,0.365,0.419,0.784,0.146,104.8,150343,2024,15034,유격수,14000.0,20.0,189.0,0.0,14000.0
1224,1224,김영웅,삼성 라이온즈,2.29,126,1.59,0.71,509,508,456,65,115,16,3,28,221,79,9,2,45,3,0,155,2,1,4,0.252,0.321,0.485,0.806,0.137,97.8,150353,2024,15035,3루수,3800.0,59.0,469.0,0.0,3800.0
1225,1225,이성규,삼성 라이온즈,1.11,122,1.02,0.08,355,351,302,56,73,10,1,22,151,57,9,2,31,15,0,109,5,4,3,0.242,0.339,0.5,0.839,0.149,106.1,125623,2024,12562,우익수,6000.0,40.0,340.0,0.0,6000.0
1226,1226,김헌곤,삼성 라이온즈,1.05,117,0.87,0.18,311,307,281,43,85,8,1,9,122,34,4,2,22,3,0,50,5,4,1,0.302,0.358,0.434,0.792,0.142,101.0,106403,2024,10640,좌익수,6000.0,40.0,340.0,0.0,6000.0
1227,1227,윤정빈,삼성 라이온즈,1.05,69,0.67,0.38,188,188,161,26,46,4,1,7,73,20,1,3,22,3,0,47,1,0,2,0.286,0.378,0.453,0.831,0.159,113.7,131613,2024,13161,우익수,3700.0,60.0,477.0,0.0,3700.0
1228,1228,박병호,삼성 라이온즈,0.53,76,0.4,0.13,285,285,249,42,61,5,0,20,126,60,3,0,31,3,0,83,5,0,2,0.245,0.333,0.506,0.839,0.149,106.8,104703,2024,10470,1루수,70000.0,6.0,54.0,0.0,70000.0
1229,1229,디아즈,삼성 라이온즈,0.53,29,0.21,0.32,118,118,110,14,31,5,0,7,57,19,0,0,6,2,0,25,2,0,0,0.282,0.331,0.518,0.849,0.152,107.9,161623,2024,16162,1루수,5000.0,46.0,385.0,0.0,5000.0
1230,1230,맥키넌,삼성 라이온즈,0.51,72,0.35,0.17,315,313,272,28,80,13,0,4,105,36,1,0,39,1,3,33,6,0,3,0.294,0.381,0.386,0.767,0.135,96.5,158623,2024,15862,1루수,130000.0,2.0,16.0,0.0,130000.0
1231,1231,전병우,삼성 라이온즈,0.3,58,-0.07,0.36,128,128,111,17,25,5,0,5,45,14,0,1,14,1,0,42,3,0,2,0.225,0.313,0.405,0.718,0.11,77.9,114223,2024,11422,3루수,6000.0,40.0,340.0,0.0,6000.0
1232,1232,류승민,삼성 라이온즈,0.13,5,0.04,0.09,3,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.667,0.0,0.667,0.294,226.9,155033,2024,15503,우익수,8500.0,29.0,264.0,0.0,8500.0
1233,1233,이병헌,삼성 라이온즈,0.1,95,0.23,-0.13,166,164,145,9,36,4,0,1,43,9,0,0,17,2,0,48,0,2,0,0.248,0.335,0.297,0.632,0.094,66.8,141173,2024,14117,포수,4000.0,58.0,442.0,0.0,4000.0
1234,1234,류지혁,삼성 라이온즈,0.09,100,0.42,-0.34,348,343,302,43,78,9,1,3,98,36,11,4,33,6,0,70,7,5,2,0.258,0.341,0.325,0.666,0.106,76.0,108943,2024,10894,2루수,20000.0,13.0,135.0,0.0,20000.0
1235,1235,김민수,삼성 라이온즈,0.07,9,0.09,-0.02,8,8,8,1,2,0,0,1,5,3,0,0,0,0,0,1,0,0,0,0.25,0.25,0.625,0.875,0.136,99.8,112663,2024,11266,포수,4600.0,50.0,409.0,0.0,4600.0
1236,1236,양도근,삼성 라이온즈,0.04,16,0.01,0.03,29,28,23,5,4,0,1,0,6,2,0,0,5,0,0,8,0,1,0,0.174,0.321,0.261,0.582,0.085,58.1,158753,2024,15875,2루수,3000.0,72.0,601.0,0.0,3000.0
1237,1237,김성윤,삼성 라이온즈,-0.03,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,129363,2024,12936,우익수,10000.0,24.0,232.0,0.0,10000.0
1238,1238,김재상,삼성 라이온즈,-0.03,35,-0.08,0.05,91,90,84,13,20,4,0,2,30,12,4,0,5,0,0,23,0,1,1,0.238,0.278,0.357,0.635,0.073,51.1,154993,2024,15499,2루수,13200.0,23.0,198.0,0.0,13200.0
1239,1239,김태훈,삼성 라이온즈,-0.05,12,-0.14,0.09,21,21,20,2,4,1,0,0,5,1,0,0,0,1,0,3,1,0,0,0.2,0.238,0.25,0.488,0.027,18.5,113363,2024,11336,우익수,4100.0,53.0,434.0,0.0,4100.0
1240,1240,카디네스,삼성 라이온즈,-0.06,7,0.11,-0.18,25,25,24,2,8,2,0,2,16,5,0,1,1,0,0,6,1,0,0,0.333,0.36,0.667,1.027,0.21,145.5,161563,2024,16156,우익수,32700.0,11.0,96.0,0.0,32700.0
1241,1241,김도환,삼성 라이온즈,-0.11,1,-0.07,-0.04,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,141153,2024,14115,포수,5000.0,46.0,385.0,0.0,5000.0
1242,1242,공민규,삼성 라이온즈,-0.16,12,-0.08,-0.08,17,17,14,1,1,0,0,1,4,2,0,0,1,2,0,9,1,0,0,0.071,0.235,0.286,0.521,0.056,39.5,131643,2024,13164,3루수,4100.0,53.0,434.0,0.0,4100.0
1243,1243,양우현,삼성 라이온즈,-0.17,7,-0.32,0.15,15,14,13,0,0,0,0,0,0,1,0,0,1,0,0,6,1,1,0,0.0,0.071,0.0,0.071,-0.138,-92.5,141163,2024,14116,2루수,3700.0,60.0,477.0,0.0,3700.0
1244,1244,이창용,삼성 라이온즈,-0.24,9,-0.23,-0.01,21,21,21,1,4,1,0,0,5,2,0,0,0,0,0,4,0,0,0,0.19,0.19,0.238,0.428,-0.013,-9.2,148663,2024,14866,1루수,3000.0,72.0,601.0,0.0,3000.0
1245,1245,김재성,삼성 라이온즈,-0.24,10,-0.08,-0.16,23,23,20,3,4,1,0,0,5,1,0,0,3,0,0,5,1,0,0,0.2,0.304,0.25,0.554,0.066,47.7,113443,2024,11344,포수,7000.0,33.0,300.0,0.0,7000.0
1246,1246,김동엽,삼성 라이온즈,-0.29,8,-0.29,0.0,21,20,18,1,2,1,0,0,3,2,0,0,1,1,1,5,0,0,1,0.111,0.19,0.167,0.357,-0.031,-21.5,125483,2024,12548,좌익수,8000.0,31.0,275.0,0.0,8000.0
1247,1247,김동진,삼성 라이온즈,-0.31,30,-0.47,0.17,42,40,37,5,4,0,0,1,7,2,0,0,3,0,0,10,1,2,0,0.108,0.175,0.189,0.364,-0.028,-20.5,148633,2024,14863,2루수,4500.0,51.0,412.0,0.0,4500.0
1248,1248,김호진,삼성 라이온즈,-0.4,26,-0.47,0.07,32,32,29,4,2,0,0,0,2,3,0,0,1,1,0,11,1,0,1,0.069,0.125,0.069,0.194,-0.088,-60.7,158683,2024,15868,3루수,3000.0,72.0,601.0,0.0,3000.0
1249,1249,강한울,삼성 라이온즈,-0.47,18,-0.47,0.01,25,22,21,1,2,0,0,0,2,1,0,0,0,0,0,6,1,3,1,0.095,0.091,0.095,0.186,-0.114,-81.5,112553,2024,11255,3루수,10000.0,24.0,232.0,0.0,10000.0
1250,1250,김재혁,삼성 라이온즈,-0.49,35,-0.53,0.04,54,54,49,6,9,2,1,0,13,6,2,2,3,0,0,19,2,0,2,0.184,0.222,0.265,0.487,0.017,11.6,150363,2024,15036,중견수,3000.0,72.0,601.0,0.0,3000.0
1251,1251,김현준,삼성 라이온즈,-0.58,79,-0.83,0.25,205,201,183,23,41,10,1,0,53,11,2,0,11,4,0,49,4,4,3,0.224,0.279,0.29,0.569,0.059,41.4,148673,2024,14867,중견수,14000.0,20.0,189.0,0.0,14000.0
1252,1252,안주형,삼성 라이온즈,-0.92,82,-0.57,-0.35,166,154,142,24,31,2,0,0,33,8,4,2,11,1,0,39,3,12,0,0.218,0.279,0.232,0.511,0.041,29.2,129883,2024,12988,2루수,5200.0,45.0,382.0,0.0,5200.0
1253,1253,최정,SSG 랜더스,4.55,129,4.65,-0.09,550,550,468,93,136,27,2,37,278,107,5,1,55,20,1,114,10,0,7,0.291,0.384,0.594,0.978,0.202,145.9,101064,2024,10106,3루수,100000.0,3.0,29.0,0.0,100000.0
1254,1254,에레디아,SSG 랜더스,4.42,136,4.09,0.33,591,588,541,82,195,31,1,21,291,118,4,3,28,13,3,73,12,0,9,0.36,0.399,0.538,0.937,0.191,137.2,155304,2024,15530,좌익수,115000.0,1.0,23.0,0.0,115000.0
1255,1255,박성한,SSG 랜더스,3.6,137,3.5,0.1,564,559,489,78,147,24,0,10,201,67,13,3,64,2,3,86,11,3,6,0.301,0.38,0.411,0.791,0.145,104.0,129224,2024,12922,유격수,30000.0,13.0,100.0,0.0,30000.0
1256,1256,정준재,SSG 랜더스,1.8,88,1.52,0.28,240,237,215,40,66,8,5,1,87,23,16,5,19,3,0,49,3,3,0,0.307,0.371,0.405,0.776,0.143,103.2,160424,2024,16042,2루수,3000.0,56.0,601.0,0.0,3000.0
1257,1257,최지훈,SSG 랜더스,1.76,125,2.03,-0.27,543,537,483,89,133,22,7,11,202,49,32,5,50,2,0,71,5,6,2,0.275,0.345,0.418,0.763,0.128,92.2,145874,2024,14587,중견수,25000.0,14.0,118.0,0.0,25000.0
1258,1258,이지영,SSG 랜더스,1.53,123,0.96,0.57,432,425,398,45,111,11,1,5,139,50,8,1,18,7,0,35,10,7,2,0.279,0.32,0.349,0.669,0.097,70.1,103124,2024,10312,포수,20000.0,16.0,135.0,0.0,20000.0
1259,1259,오태곤,SSG 랜더스,1.29,117,1.19,0.09,288,281,247,43,68,16,0,9,111,36,27,4,31,1,2,73,4,6,3,0.275,0.355,0.449,0.804,0.143,102.4,102494,2024,10249,1루수,25000.0,10.0,84.0,15000.0,40000.0
1260,1260,추신수,SSG 랜더스,0.67,78,0.64,0.02,302,300,253,40,71,14,1,5,102,37,5,1,37,4,0,68,2,2,6,0.281,0.373,0.403,0.776,0.143,102.0,148884,2024,14888,우익수,3000.0,56.0,601.0,0.0,3000.0
1261,1261,최준우,SSG 랜더스,0.17,18,0.28,-0.11,34,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0,0,0.24,0.441,0.32,0.761,0.171,126.9,131284,2024,13128,2루수,4500.0,41.0,412.0,0.0,4500.0
1262,1262,최상민,SSG 랜더스,0.12,43,-0.01,0.13,13,13,12,9,2,2,0,0,4,1,2,1,0,1,0,5,0,0,0,0.167,0.231,0.333,0.564,0.058,42.6,131954,2024,13195,우익수,3200.0,45.0,536.0,0.0,3200.0
1263,1263,박지환,SSG 랜더스,0.09,76,0.49,-0.4,249,246,228,33,63,9,2,4,88,21,8,3,12,3,0,61,3,3,3,0.276,0.317,0.386,0.703,0.106,75.2,160384,2024,16038,2루수,3000.0,56.0,601.0,0.0,3000.0
1264,1264,현원회,SSG 랜더스,-0.02,1,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-130.7,145844,2024,14584,,3000.0,56.0,601.0,0.0,3000.0
1265,1265,문승원,SSG 랜더스,-0.03,6,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-140.8,107834,2024,10783,,18000.0,19.0,154.0,0.0,18000.0
1266,1266,류효승,SSG 랜더스,-0.05,1,-0.05,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-146.7,145864,2024,14586,,3100.0,51.0,563.0,0.0,3100.0
1267,1267,김창평,SSG 랜더스,-0.06,6,-0.1,0.04,9,9,7,1,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0.0,0.222,0.0,0.222,-0.029,-22.1,141464,2024,14146,좌익수,3100.0,51.0,563.0,0.0,3100.0
1268,1268,최민창,SSG 랜더스,-0.07,7,-0.06,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-133.8,113514,2024,11351,우익수,3000.0,56.0,601.0,0.0,3000.0
1269,1269,신범수,SSG 랜더스,-0.07,11,-0.07,0.0,29,29,27,4,6,3,0,0,9,2,0,0,1,1,0,5,0,0,0,0.222,0.276,0.333,0.609,0.074,51.8,125414,2024,12541,,5000.0,38.0,385.0,0.0,5000.0
1270,1270,조형우,SSG 랜더스,-0.08,19,0.08,-0.16,38,38,33,4,8,0,0,0,8,4,0,0,1,4,0,6,0,0,0,0.242,0.342,0.242,0.584,0.094,66.6,148064,2024,14806,포수,6300.0,34.0,335.0,0.0,6300.0
1271,1271,강진성,SSG 랜더스,-0.16,16,-0.26,0.1,31,30,27,4,5,0,0,0,5,2,0,0,3,0,0,5,0,1,0,0.185,0.267,0.185,0.452,0.022,16.4,111484,2024,11148,1루수,8500.0,29.0,264.0,0.0,8500.0
1272,1272,최경모,SSG 랜더스,-0.21,50,-0.17,-0.04,50,43,35,12,6,0,0,0,6,0,6,3,8,0,0,7,2,7,0,0.171,0.326,0.171,0.497,0.062,45.2,141514,2024,14151,3루수,3700.0,44.0,477.0,0.0,3700.0
1273,1273,한유섬,SSG 랜더스,-0.23,132,0.43,-0.67,523,519,464,64,109,29,0,24,210,87,0,1,46,9,3,142,2,1,3,0.235,0.314,0.453,0.767,0.125,89.3,108154,2024,10815,우익수,90000.0,6.0,39.0,0.0,90000.0
1274,1274,정현승,SSG 랜더스,-0.25,23,-0.17,-0.08,31,31,29,1,7,0,0,1,10,4,1,0,2,0,0,6,0,0,0,0.241,0.29,0.345,0.635,0.076,53.9,160434,2024,16043,우익수,3000.0,56.0,601.0,0.0,3000.0
1275,1275,김찬형,SSG 랜더스,-0.26,5,-0.23,-0.03,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-139.6,126224,2024,12622,3루수,5000.0,38.0,385.0,0.0,5000.0
1276,1276,김민식,SSG 랜더스,-0.26,45,-0.05,-0.21,126,122,106,10,22,5,0,1,30,10,0,0,16,0,0,33,2,4,0,0.208,0.311,0.283,0.594,0.079,56.5,107074,2024,10707,포수,15000.0,21.0,178.0,0.0,15000.0
1277,1277,김성현,SSG 랜더스,-0.49,71,0.03,-0.53,167,162,141,21,32,3,1,1,40,15,2,0,16,4,0,28,7,5,1,0.227,0.321,0.284,0.605,0.085,60.3,106364,2024,10636,2루수,20000.0,16.0,135.0,0.0,20000.0
1278,1278,하재훈,SSG 랜더스,-0.74,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,141474,2024,14147,좌익수,10000.0,27.0,232.0,0.0,10000.0
1279,1279,고명준,SSG 랜더스,-0.76,106,-0.97,0.21,366,366,340,33,85,13,0,11,131,45,3,4,25,1,0,90,4,0,0,0.25,0.303,0.385,0.688,0.095,68.1,148074,2024,14807,1루수,3000.0,56.0,601.0,0.0,3000.0
1280,1280,안상현,SSG 랜더스,-0.8,37,-0.58,-0.22,75,74,70,3,12,1,0,0,13,2,1,1,4,0,0,14,0,1,0,0.171,0.216,0.186,0.402,-0.01,-7.2,126134,2024,12613,2루수,4000.0,42.0,442.0,0.0,4000.0
1281,1281,전의산,SSG 랜더스,-1.35,34,-1.09,-0.26,63,63,57,3,5,0,0,1,8,3,0,1,5,0,0,15,3,0,1,0.088,0.159,0.14,0.299,-0.051,-37.6,146994,2024,14699,1루수,8000.0,30.0,275.0,0.0,8000.0
1282,1282,박민우,NC 다이노스,4.7,121,4.11,0.58,528,520,457,75,150,26,2,8,204,50,32,7,54,9,4,79,5,4,4,0.328,0.406,0.446,0.852,0.172,129.6,111375,2024,11137,2루수,100000.0,1.0,9.0,70000.0,170000.0
1283,1283,데이비슨,NC 다이노스,3.98,131,4.26,-0.28,567,565,504,90,154,25,1,46,319,119,0,1,39,17,5,142,12,0,7,0.306,0.37,0.633,1.003,0.203,153.9,160665,2024,16066,1루수,91000.0,5.0,36.0,0.0,91000.0
1284,1284,권희동,NC 다이노스,3.77,123,3.48,0.29,511,509,416,66,125,22,1,13,188,77,4,0,77,10,1,63,10,2,6,0.3,0.417,0.452,0.869,0.182,137.9,111725,2024,11172,좌익수,15000.0,16.0,178.0,0.0,15000.0
1285,1285,김주원,NC 다이노스,3.75,134,3.07,0.68,475,466,385,61,97,18,2,9,146,49,16,6,51,25,1,111,5,9,5,0.252,0.371,0.379,0.75,0.143,108.4,147655,2024,14765,유격수,16000.0,15.0,171.0,0.0,16000.0
1286,1286,박건우,NC 다이노스,2.64,89,2.96,-0.32,362,360,323,58,111,23,1,13,175,53,4,0,33,4,3,54,7,0,2,0.344,0.409,0.542,0.951,0.198,150.1,101895,2024,10189,우익수,80000.0,2.0,13.0,66666.0,146666.0
