선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid
송재선,키움 히어로즈,-0.09,5,0.0,-0.08,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.093,82.4,154777,2023,15477
김시앙,키움 히어로즈,-0.12,33,-0.17,0.05,82,82,76,6,17,1,0,0,18,7,0,0,3,3,0,18,4,0,0,0.224,0.28,0.237,0.517,0.049,42.0,148517,2023,14851
이형종,키움 히어로즈,-0.13,99,0.16,-0.28,374,370,316,35,68,22,1,3,101,37,0,0,39,14,2,78,11,3,2,0.215,0.326,0.32,0.646,0.102,88.4,125167,2023,12516
김수환,키움 히어로즈,-0.18,50,-0.02,-0.15,114,113,97,8,21,4,0,2,31,15,0,0,11,4,0,36,1,1,1,0.216,0.319,0.32,0.639,0.097,82.8,130967,2023,13096
이승원,키움 히어로즈,-0.2,4,-0.12,-0.08,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-147.9,154767,2023,15476
전병우,키움 히어로즈,-0.2,41,-0.3,0.1,75,73,62,6,9,3,0,1,15,6,0,0,10,1,0,28,0,2,0,0.145,0.274,0.242,0.516,0.058,50.2,114227,2023,11422
김건희,키움 히어로즈,-0.23,9,-0.08,-0.15,13,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0,0,0.182,0.308,0.182,0.49,0.055,47.8,154727,2023,15472
김준완,키움 히어로즈,-0.27,76,-0.38,0.11,225,219,189,25,42,7,0,0,49,14,0,0,26,1,0,57,2,6,3,0.222,0.315,0.259,0.574,0.077,66.0,111827,2023,11182
김병휘,키움 히어로즈,-0.27,10,-0.24,-0.04,21,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0,0,0.143,0.143,0.19,0.333,-0.038,-33.7,145777,2023,14577
박준태,키움 히어로즈,-0.34,14,-0.16,-0.18,15,15,14,0,2,0,0,0,2,1,0,0,1,0,0,7,0,0,0,0.143,0.2,0.143,0.343,-0.019,-16.6,112607,2023,11260
신준우,키움 히어로즈,-0.42,24,-0.23,-0.19,19,19,18,4,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0.111,0.158,0.111,0.269,-0.08,-69.2,146957,2023,14695
김재현,키움 히어로즈,-0.45,8,-0.27,-0.18,10,9,9,0,1,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0.111,0.111,0.111,0.222,-0.08,-71.3,108707,2023,10870
주성원,키움 히어로즈,-0.45,25,-0.5,0.05,72,71,69,7,15,2,1,0,19,2,0,0,1,0,0,18,1,1,1,0.217,0.225,0.275,0.5,0.027,23.3,141337,2023,14133
이용규,키움 히어로즈,-0.46,50,-0.25,-0.21,178,176,154,19,36,0,3,0,42,11,2,1,19,1,0,22,3,2,2,0.234,0.318,0.273,0.591,0.08,70.2,100357,2023,10035
예진원,키움 히어로즈,-0.51,16,-0.15,-0.36,36,34,34,2,8,1,0,1,12,4,0,0,0,0,0,7,0,2,0,0.235,0.235,0.353,0.588,0.055,47.4,130937,2023,13093
김웅빈,키움 히어로즈,-0.64,29,-0.47,-0.17,74,74,64,2,12,3,0,0,15,9,0,0,6,2,0,20,1,0,2,0.188,0.27,0.234,0.504,0.047,42.2,125037,2023,12503
김주형,키움 히어로즈,-0.72,46,-0.4,-0.32,81,78,68,5,10,2,0,0,12,4,0,0,9,1,0,27,2,3,0,0.147,0.256,0.176,0.432,0.027,23.7,142147,2023,14214
박주홍,키움 히어로즈,-0.73,27,-0.65,-0.08,57,56,49,5,6,0,1,0,8,2,1,0,5,0,0,26,0,1,2,0.122,0.196,0.163,0.359,-0.012,-10.2,145807,2023,14580
김태진,키움 히어로즈,-0.73,74,-0.34,-0.39,212,209,200,17,55,5,0,0,60,16,0,0,5,1,0,23,1,3,3,0.275,0.292,0.3,0.592,0.066,57.6,112447,2023,11244
박찬혁,키움 히어로즈,-0.83,48,-0.83,0.0,167,167,154,13,31,7,0,1,41,8,0,0,10,3,0,41,1,0,0,0.201,0.263,0.266,0.529,0.051,45.0,150687,2023,15068
이원석,키움 히어로즈,-1.9,70,-1.38,-0.53,273,272,247,16,54,6,0,1,63,20,0,0,20,3,1,59,8,1,2,0.219,0.283,0.255,0.538,0.053,46.0,101807,2023,10180
노시환,한화 이글스,2.41,136,2.5,-0.08,601,597,526,88,143,20,2,24,239,89,6,0,60,11,9,129,10,0,4,0.272,0.356,0.454,0.81,0.145,106.5,141259,2024,14125
페라자,한화 이글스,2.13,122,2.27,-0.14,522,518,455,75,125,24,0,24,221,70,7,5,63,2,5,129,6,0,2,0.275,0.364,0.486,0.85,0.158,116.7,161219,2024,16121
최재훈,한화 이글스,1.82,116,1.69,0.13,348,340,280,34,72,10,0,4,94,37,0,0,33,21,0,58,10,8,6,0.257,0.371,0.336,0.707,0.131,96.6,101709,2024,10170
황영묵,한화 이글스,1.39,123,1.38,0.01,389,386,349,52,105,8,4,3,130,35,4,7,31,5,0,56,6,3,1,0.301,0.365,0.372,0.737,0.129,95.1,161109,2024,16110
안치홍,한화 이글스,1.33,128,1.65,-0.31,533,531,473,64,142,21,0,13,202,66,3,2,49,6,1,70,10,1,4,0.3,0.37,0.427,0.797,0.146,107.9,100149,2024,10014
최인호,한화 이글스,1.18,82,0.86,0.32,244,240,210,37,60,13,2,2,83,22,3,0,25,3,0,31,3,4,2,0.286,0.367,0.395,0.762,0.139,102.2,147079,2024,14707
채은성,한화 이글스,1.14,124,1.32,-0.18,498,498,436,61,118,24,0,20,202,83,1,1,49,8,1,83,12,0,5,0.271,0.351,0.463,0.814,0.147,108.9,112159,2024,11215
김태연,한화 이글스,0.61,126,1.43,-0.82,472,466,413,59,120,24,0,12,180,61,5,2,45,4,0,89,9,6,4,0.291,0.363,0.436,0.799,0.145,106.5,125859,2024,12585
이도윤,한화 이글스,0.59,134,0.74,-0.14,374,368,336,49,93,10,3,1,112,46,6,4,26,3,0,56,5,6,3,0.277,0.332,0.333,0.665,0.098,72.4,114149,2024,11414
장진혁,한화 이글스,0.58,99,0.57,0.0,327,322,289,56,76,16,0,9,119,44,14,6,29,3,0,72,6,5,1,0.263,0.335,0.412,0.747,0.125,91.6,125839,2024,12583
문현빈,한화 이글스,0.5,103,0.63,-0.14,289,287,260,29,72,16,2,5,107,47,3,5,24,2,1,53,9,1,2,0.277,0.34,0.412,0.752,0.126,93.2,154229,2024,15422
박상언,한화 이글스,0.47,27,0.48,-0.02,52,52,42,4,12,3,0,0,15,4,1,0,9,1,0,12,0,0,0,0.286,0.423,0.357,0.78,0.166,119.8,125879,2024,12587
권광민,한화 이글스,0.4,19,0.31,0.09,51,51,48,10,13,3,0,4,28,9,0,0,3,0,0,17,0,0,0,0.271,0.314,0.583,0.897,0.16,119.1,136769,2024,13676
하주석,한화 이글스,0.25,64,0.7,-0.45,151,149,137,16,40,9,1,1,54,11,1,2,10,2,0,33,1,2,0,0.292,0.349,0.394,0.743,0.127,94.7,109139,2024,10913
정은원,한화 이글스,0.06,27,-0.04,0.09,78,77,64,10,11,3,1,1,19,6,2,0,13,0,0,16,0,1,0,0.172,0.312,0.297,0.609,0.088,64.6,131379,2024,13137
김강민,한화 이글스,0.02,41,-0.17,0.19,87,87,76,5,17,0,0,1,20,7,0,0,8,3,0,21,1,0,0,0.224,0.322,0.263,0.585,0.08,58.8,101089,2024,10108
유로결,한화 이글스,0.01,23,-0.23,0.24,39,39,36,6,8,1,0,0,9,4,0,1,3,0,0,11,4,0,0,0.222,0.282,0.25,0.532,0.047,34.4,141269,2024,14126
한경빈,한화 이글스,-0.01,1,-0.02,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,156339,2024,15633
장규현,한화 이글스,-0.14,9,-0.1,-0.04,7,7,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.143,0.0,0.143,-0.086,-63.4,148119,2024,14811
이진영,한화 이글스,-0.15,42,-0.3,0.15,103,103,93,20,19,6,0,1,28,13,0,1,8,2,0,27,3,0,0,0.204,0.282,0.301,0.583,0.067,50.9,125399,2024,12539
이상혁,한화 이글스,-0.21,43,-0.09,-0.12,15,15,13,13,2,0,0,0,2,0,5,2,2,0,0,5,0,0,0,0.154,0.267,0.154,0.421,0.019,13.9,151399,2024,15139
이원석,한화 이글스,-0.21,87,-0.24,0.03,154,152,133,26,31,4,1,0,37,13,8,2,16,2,0,32,3,2,1,0.233,0.322,0.278,0.6,0.082,61.5,131389,2024,13138
이명기,한화 이글스,-0.21,4,-0.21,0.0,8,7,7,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0.0,0.0,0.0,0.0,-0.19,-132.5,101199,2024,10119
임종찬,한화 이글스,-0.24,24,-0.2,-0.03,64,64,57,10,9,3,2,0,16,7,0,1,6,1,0,19,2,0,0,0.158,0.25,0.281,0.531,0.048,35.5,147069,2024,14706
이재원,한화 이글스,-0.29,72,-0.24,-0.05,152,150,134,10,32,4,0,1,39,16,0,0,7,4,1,21,4,2,5,0.239,0.287,0.291,0.578,0.059,44.0,100829,2024,10082
김인환,한화 이글스,-0.99,51,-0.58,-0.41,143,143,131,11,31,2,0,1,36,7,0,0,10,2,0,32,5,0,0,0.237,0.301,0.275,0.576,0.066,48.1,125899,2024,12589
오스틴,LG 트윈스,5.06,140,4.9,0.17,604,600,527,99,168,32,3,32,302,132,12,8,61,3,6,82,9,0,13,0.319,0.384,0.573,0.957,0.192,147.8,155326,2024,15532
홍창기,LG 트윈스,5.06,139,4.48,0.59,637,635,524,96,176,18,3,5,215,73,10,11,96,12,3,93,8,1,4,0.336,0.447,0.41,0.857,0.185,142.3,125466,2024,12546
박동원,LG 트윈스,4.4,130,3.43,0.96,498,495,434,58,118,22,0,20,200,80,1,0,55,0,2,112,14,2,7,0.272,0.349,0.461,0.81,0.144,111.0,103876,2024,10387
문보경,LG 트윈스,4.32,144,4.47,-0.15,602,597,519,80,156,35,3,22,263,101,7,6,65,2,3,112,14,3,13,0.301,0.372,0.507,0.879,0.169,130.4,141376,2024,14137
오지환,LG 트윈스,3.0,108,2.67,0.33,428,426,370,67,94,24,2,10,152,59,17,4,51,4,0,106,8,2,1,0.254,0.35,0.411,0.761,0.136,104.5,104756,2024,10475
신민재,LG 트윈스,2.64,128,3.11,-0.47,474,459,387,78,115,11,6,0,138,40,32,11,64,5,1,47,7,15,3,0.297,0.401,0.357,0.758,0.148,114.2,130566,2024,13056
문성주,LG 트윈스,2.41,96,1.85,0.56,361,360,305,47,96,16,2,0,116,48,13,7,49,3,0,38,4,1,3,0.315,0.411,0.38,0.791,0.158,120.8,131126,2024,13112
박해민,LG 트윈스,2.03,144,1.44,0.59,553,548,482,72,127,16,6,6,173,56,43,13,46,11,0,101,3,5,9,0.263,0.336,0.359,0.695,0.112,86.1,111906,2024,11190
구본혁,LG 트윈스,1.29,133,0.73,0.56,389,385,339,48,87,14,2,2,111,43,8,4,38,4,0,51,7,4,4,0.257,0.335,0.327,0.662,0.101,77.6,141406,2024,14140
김현수,LG 트윈스,1.06,137,1.49,-0.43,583,582,517,61,152,36,2,8,216,69,6,1,47,9,1,76,10,1,9,0.294,0.357,0.418,0.775,0.136,104.7,101876,2024,10187
최원영,LG 트윈스,0.17,57,0.17,0.0,41,41,37,18,10,2,0,1,15,5,6,4,1,3,0,7,0,0,0,0.27,0.341,0.405,0.746,0.134,102.6,150846,2024,15084
이주헌,LG 트윈스,0.13,3,0.22,-0.09,6,6,6,0,4,2,0,0,6,3,0,0,0,0,0,2,0,0,0,0.667,0.667,1.0,1.667,0.487,367.5,150816,2024,15081
김주성,LG 트윈스,0.12,12,0.07,0.05,9,9,6,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.167,0.444,0.167,0.611,0.145,110.3,125456,2024,12545
김현종,LG 트윈스,0.06,17,-0.03,0.09,16,16,15,8,3,1,0,0,4,2,0,0,0,1,0,4,0,0,0,0.2,0.25,0.267,0.517,0.042,31.9,160136,2024,16013
김대원,LG 트윈스,0.04,19,0.06,-0.02,4,4,4,5,2,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,0.229,174.5,160166,2024,16016
전준호,LG 트윈스,-0.01,3,-0.03,0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-134.5,128646,2024,12864
안익훈,LG 트윈스,-0.02,37,-0.42,0.4,56,54,49,8,9,1,0,0,10,3,2,0,4,0,0,13,2,2,1,0.184,0.241,0.204,0.445,0.01,7.8,113476,2024,11347
백승현,LG 트윈스,-0.03,3,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,130096,2024,13009
정우영,LG 트윈스,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,141366,2024,14136
최명경,LG 트윈스,-0.06,1,0.0,-0.06,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.089,63.3,160266,2024,16026
김성진,LG 트윈스,-0.07,14,0.01,-0.07,16,16,15,1,4,0,0,1,7,2,0,0,1,0,0,4,1,0,0,0.267,0.313,0.467,0.78,0.123,94.7,141416,2024,14141
최승민,LG 트윈스,-0.09,57,-0.29,0.2,16,15,13,20,1,0,0,0,1,1,11,7,2,0,0,3,0,1,0,0.077,0.2,0.077,0.277,-0.037,-28.6,141876,2024,14187
송찬의,LG 트윈스,-0.13,10,-0.12,-0.01,21,20,15,2,1,0,0,0,1,1,1,0,3,1,0,6,0,1,1,0.067,0.25,0.067,0.317,0.003,2.3,131096,2024,13109
김수인,LG 트윈스,-0.13,4,-0.08,-0.06,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.19,-136.0,146756,2024,14675
이영빈,LG 트윈스,-0.18,31,-0.13,-0.05,71,69,63,11,14,2,0,2,22,12,0,1,4,0,0,20,0,2,2,0.222,0.261,0.349,0.61,0.059,45.5,147836,2024,14783
함창건,LG 트윈스,-0.19,15,-0.2,0.01,17,16,14,3,2,0,0,0,2,0,0,0,2,0,0,3,1,1,0,0.143,0.25,0.143,0.393,0.006,4.4,146806,2024,14680
김성우,LG 트윈스,-0.26,4,-0.12,-0.14,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-139.9,150856,2024,15085
김민수,LG 트윈스,-0.33,19,-0.22,-0.11,22,22,20,1,3,0,0,0,3,0,0,0,1,1,0,4,1,0,0,0.15,0.227,0.15,0.377,-0.004,-3.4,129316,2024,12931
김범석,LG 트윈스,-0.33,70,-0.25,-0.08,180,179,162,14,39,4,0,6,61,24,0,0,14,2,2,49,4,0,2,0.241,0.306,0.377,0.683,0.095,71.7,154846,2024,15484
허도환,LG 트윈스,-0.64,59,-0.22,-0.42,105,100,80,10,11,2,0,0,13,11,0,1,9,10,0,26,4,5,1,0.138,0.3,0.163,0.463,0.059,44.6,106846,2024,10684
레이예스,롯데 자이언츠,3.4,144,3.98,-0.58,632,631,574,88,202,40,3,15,293,111,5,0,46,1,2,82,16,0,11,0.352,0.394,0.51,0.904,0.179,127.5,161062,2024,16106
윤동희,롯데 자이언츠,3.13,141,2.9,0.23,613,610,532,97,156,35,4,14,241,85,7,8,67,7,1,114,10,2,5,0.293,0.376,0.453,0.829,0.159,113.1,150482,2024,15048
고승민,롯데 자이언츠,3.08,120,2.96,0.12,532,531,481,79,148,27,6,14,229,87,5,4,41,1,0,78,10,1,8,0.308,0.358,0.476,0.834,0.152,107.9,141602,2024,14160
손호영,롯데 자이언츠,2.4,100,2.96,-0.57,428,425,396,70,126,26,4,18,214,78,7,4,17,9,2,65,5,1,5,0.318,0.356,0.54,0.896,0.17,121.7,145902,2024,14590
황성빈,롯데 자이언츠,2.33,125,2.46,-0.13,406,400,366,94,117,15,8,4,160,26,51,10,31,2,0,56,3,6,1,0.32,0.375,0.437,0.812,0.153,109.0,146422,2024,14642
나승엽,롯데 자이언츠,2.22,121,2.83,-0.61,489,486,407,59,127,35,4,7,191,66,1,0,69,4,1,83,4,2,7,0.312,0.411,0.469,0.88,0.182,129.7,147972,2024,14797
전준우,롯데 자이언츠,1.8,109,2.15,-0.36,483,482,423,57,124,26,2,17,205,82,3,1,49,5,0,84,11,1,5,0.293,0.369,0.485,0.854,0.163,115.7,102662,2024,10266
박승욱,롯데 자이언츠,1.01,139,1.65,-0.64,468,463,405,57,106,19,1,7,148,53,4,5,47,10,3,120,7,3,3,0.262,0.351,0.365,0.716,0.121,86.4,108042,2024,10804
정훈,롯데 자이언츠,0.76,109,0.76,0.0,325,324,285,31,76,20,0,9,123,47,1,1,35,0,0,63,3,1,4,0.267,0.343,0.432,0.775,0.133,94.9,102532,2024,10253
오선진,롯데 자이언츠,0.16,26,0.04,0.12,29,24,20,0,4,1,0,0,5,0,0,0,2,2,0,8,0,5,0,0.2,0.333,0.25,0.583,0.095,67.4,105572,2024,10557
김동혁,롯데 자이언츠,0.16,39,0.15,0.01,17,17,15,8,3,0,1,0,5,1,3,1,2,0,0,5,0,0,0,0.2,0.294,0.333,0.627,0.086,60.6,156452,2024,15645
이정훈,롯데 자이언츠,0.14,65,0.19,-0.06,116,114,100,10,30,8,0,0,38,18,0,0,13,0,1,21,4,1,2,0.3,0.374,0.38,0.754,0.133,94.9,129162,2024,12916
신윤후,롯데 자이언츠,0.12,39,-0.29,0.41,35,34,31,5,5,0,0,0,5,1,0,0,1,2,0,8,1,1,0,0.161,0.235,0.161,0.396,0.004,2.9,141692,2024,14169
이호준,롯데 자이언츠,0.11,12,0.1,0.01,7,7,6,5,2,1,1,0,5,3,0,0,1,0,0,1,0,0,0,0.333,0.429,0.833,1.262,0.307,214.0,160912,2024,16091
이인한,롯데 자이언츠,0.1,5,0.1,0.0,5,5,4,0,2,0,0,0,2,2,0,0,0,1,0,1,0,0,0,0.5,0.6,0.5,1.1,0.313,217.3,146902,2024,14690
김민성,롯데 자이언츠,0.1,35,0.06,0.03,84,84,70,6,14,5,0,2,25,8,0,1,10,3,0,18,1,0,1,0.2,0.321,0.357,0.678,0.109,79.9,102382,2024,10238
유강남,롯데 자이언츠,0.08,52,-0.08,0.16,155,153,136,11,26,3,0,5,44,20,0,0,9,7,0,25,4,2,1,0.191,0.275,0.324,0.599,0.071,50.3,107532,2024,10753
손성빈,롯데 자이언츠,0.08,86,0.19,-0.11,171,170,152,24,30,6,2,6,58,21,0,0,13,3,0,38,3,1,2,0.197,0.271,0.382,0.653,0.082,58.7,147962,2024,14796
정대선,롯데 자이언츠,0.04,3,-0.05,0.09,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.19,-142.1,154432,2024,15443
강성우,롯데 자이언츠,0.0,2,0.0,0.0,3,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,0.229,173.1,160932,2024,16093
백두산,롯데 자이언츠,-0.02,1,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,161012,2024,16101
강승구,롯데 자이언츠,-0.08,5,-0.05,-0.03,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-127.9,161022,2024,16102
장두성,롯데 자이언츠,-0.12,71,-0.14,0.01,37,37,32,23,5,0,0,0,5,1,14,3,3,2,0,9,2,0,0,0.156,0.27,0.156,0.426,0.028,19.8,131552,2024,13155
이학주,롯데 자이언츠,-0.15,43,0.25,-0.4,105,103,95,13,25,2,2,2,37,4,0,1,6,2,0,44,0,2,0,0.263,0.32,0.389,0.709,0.111,79.9,141142,2024,14114
강태율,롯데 자이언츠,-0.26,10,-0.24,-0.02,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-132.2,113882,2024,11388
노진혁,롯데 자이언츠,-0.26,73,-0.18,-0.08,157,154,137,13,30,6,0,2,42,13,0,0,15,1,1,39,1,2,2,0.219,0.297,0.307,0.604,0.072,51.0,111652,2024,11165
최항,롯데 자이언츠,-0.31,72,-0.41,0.1,143,143,132,17,33,3,1,0,38,12,0,1,10,1,0,32,3,0,0,0.25,0.308,0.288,0.596,0.073,51.3,108102,2024,10810
김민석,롯데 자이언츠,-0.41,41,-0.42,0.01,83,82,76,14,16,3,1,0,21,6,3,1,2,4,0,20,4,1,0,0.211,0.268,0.276,0.544,0.054,38.9,152532,2024,15253
이주찬,롯데 자이언츠,-0.43,17,-0.11,-0.32,25,25,24,7,4,1,0,1,8,2,0,0,1,0,0,9,1,0,0,0.167,0.2,0.333,0.533,0.025,17.0,148192,2024,14819
서동욱,롯데 자이언츠,-0.45,33,-0.35,-0.1,27,27,26,2,3,1,0,0,4,0,0,0,0,1,0,8,1,0,0,0.115,0.148,0.154,0.302,-0.052,-37.8,156242,2024,15624
한동희,롯데 자이언츠,-0.55,14,-0.31,-0.25,36,36,35,1,9,2,0,0,11,3,0,0,1,0,1,9,1,0,0,0.257,0.278,0.314,0.592,0.052,37.4,131452,2024,13145
정보근,롯데 자이언츠,-0.63,89,-0.61,-0.02,140,136,133,9,30,0,1,2,38,7,0,0,3,0,0,31,5,4,0,0.226,0.243,0.286,0.529,0.03,21.4,131542,2024,13154
김도영,KIA 타이거즈,8.32,141,8.51,-0.18,625,619,544,143,189,29,10,38,352,109,40,4,66,7,7,110,10,1,7,0.347,0.42,0.647,1.067,0.232,172.5,150560,2024,15056
소크라테스,KIA 타이거즈,3.42,140,3.52,-0.1,602,599,552,92,171,30,3,26,285,97,13,5,41,4,4,91,7,0,5,0.31,0.359,0.516,0.875,0.163,121.2,149960,2024,14996
박찬호,KIA 타이거즈,2.78,134,2.58,0.2,577,570,515,86,158,24,1,5,199,61,20,13,48,1,1,44,9,7,6,0.307,0.363,0.386,0.749,0.129,95.7,112610,2024,11261
김선빈,KIA 타이거즈,2.38,116,2.98,-0.6,466,458,423,48,139,23,0,9,189,57,5,1,30,5,0,39,13,7,0,0.329,0.38,0.447,0.827,0.156,117.4,100080,2024,10008
최원준,KIA 타이거즈,2.17,136,2.43,-0.26,508,501,438,75,128,23,3,9,184,56,21,9,50,8,0,66,6,7,5,0.292,0.371,0.42,0.791,0.147,110.1,125340,2024,12534
나성범,KIA 타이거즈,1.73,102,1.89,-0.16,424,422,374,51,109,17,1,21,191,80,0,0,38,4,1,98,8,0,7,0.291,0.357,0.511,0.868,0.16,118.4,111620,2024,11162
최형우,KIA 타이거즈,1.54,116,1.83,-0.29,487,486,425,67,119,23,2,22,212,109,1,1,52,5,4,86,5,0,5,0.28,0.361,0.499,0.86,0.161,119.0,103440,2024,10344
한준수,KIA 타이거즈,1.54,115,1.66,-0.12,316,316,287,39,88,22,0,7,131,41,0,0,21,2,1,48,7,0,6,0.307,0.351,0.456,0.807,0.141,105.2,131130,2024,13113
서건창,KIA 타이거즈,1.51,94,1.54,-0.02,248,245,203,40,63,14,1,1,82,26,3,1,36,3,0,31,2,3,3,0.31,0.416,0.404,0.82,0.169,124.5,108550,2024,10855
김태군,KIA 타이거즈,1.13,105,0.81,0.32,270,259,235,24,62,7,0,7,90,34,0,0,12,11,0,24,14,11,1,0.264,0.328,0.383,0.711,0.115,85.3,104590,2024,10459
변우혁,KIA 타이거즈,0.72,69,0.77,-0.04,187,187,168,22,51,9,2,5,79,21,1,0,16,2,0,48,8,0,1,0.304,0.369,0.47,0.839,0.159,119.0,141240,2024,14124
이창진,KIA 타이거즈,0.54,103,0.8,-0.26,247,242,191,36,50,10,0,1,63,18,4,3,45,2,0,36,6,5,4,0.262,0.401,0.33,0.731,0.144,107.0,112330,2024,11233
윤도현,KIA 타이거즈,0.5,6,0.33,0.16,27,27,27,5,11,2,0,1,16,8,1,0,0,0,0,9,0,0,0,0.407,0.407,0.593,1.0,0.212,154.7,150580,2024,15058
박정우,KIA 타이거즈,0.42,66,0.05,0.37,69,69,65,17,20,3,1,0,25,11,0,1,4,0,0,14,3,0,0,0.308,0.348,0.385,0.733,0.121,89.2,128690,2024,12869
이우성,KIA 타이거즈,0.18,112,0.73,-0.55,449,449,399,56,115,16,1,9,160,54,7,1,44,3,0,89,17,0,3,0.288,0.361,0.401,0.762,0.134,99.8,110990,2024,11099
홍종표,KIA 타이거즈,0.16,100,0.48,-0.32,115,112,105,27,31,4,3,0,41,11,5,2,6,1,0,31,0,3,0,0.295,0.339,0.39,0.729,0.12,89.0,146120,2024,14612
박민,KIA 타이거즈,-0.01,16,0.0,-0.01,30,30,29,5,8,4,0,0,12,2,0,1,1,0,0,7,0,0,0,0.276,0.3,0.414,0.714,0.105,77.5,146110,2024,14611
고종욱,KIA 타이거즈,-0.02,28,0.06,-0.09,36,36,32,3,8,2,0,1,13,4,0,0,4,0,0,6,2,0,0,0.25,0.333,0.406,0.739,0.122,92.0,106590,2024,10659
황대인,KIA 타이거즈,-0.05,3,-0.01,-0.04,7,7,7,1,2,1,0,0,3,3,0,0,0,0,0,1,0,0,0,0.286,0.286,0.429,0.715,0.1,74.4,113060,2024,11306
오선우,KIA 타이거즈,-0.07,3,-0.03,-0.04,7,7,7,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0.286,0.286,0.286,0.572,0.049,36.1,141810,2024,14181
한승택,KIA 타이거즈,-0.07,20,0.11,-0.17,15,15,11,2,3,0,0,0,3,2,0,0,4,0,0,1,0,0,0,0.273,0.467,0.273,0.74,0.171,128.3,111190,2024,11119
김두현,KIA 타이거즈,-0.15,3,0.1,-0.26,6,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.4,0.5,0.4,0.9,0.229,164.9,160860,2024,16086
김규성,KIA 타이거즈,-0.19,27,0.05,-0.25,15,14,12,5,3,1,0,0,4,2,1,0,2,0,0,4,0,1,0,0.25,0.357,0.333,0.69,0.119,88.3,125400,2024,12540
최정용,KIA 타이거즈,-0.2,6,-0.1,-0.1,12,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0.182,0.25,0.182,0.432,0.01,7.5,114070,2024,11407
김호령,KIA 타이거즈,-0.23,64,-0.44,0.21,67,67,59,12,8,2,0,1,13,4,3,2,8,0,0,25,1,0,0,0.136,0.239,0.22,0.459,0.021,16.0,112980,2024,11298
로하스,KT 위즈,6.5,144,6.34,0.16,670,664,572,108,188,39,1,32,325,112,2,1,88,6,9,115,10,0,4,0.329,0.421,0.568,0.989,0.211,153.3,129958,2024,12995
장성우,KT 위즈,3.23,131,3.13,0.1,489,486,418,53,112,19,0,19,188,81,5,0,60,1,1,86,8,2,8,0.268,0.355,0.45,0.805,0.144,104.2,102358,2024,10235
김민혁,KT 위즈,2.2,115,2.08,0.12,393,389,351,47,124,14,3,1,147,34,4,2,35,1,1,45,9,3,3,0.353,0.41,0.419,0.829,0.164,118.0,113398,2024,11339
강백호,KT 위즈,2.12,144,2.46,-0.34,614,612,550,92,159,27,0,26,264,96,6,2,59,3,4,127,6,0,2,0.289,0.36,0.48,0.84,0.154,112.3,131688,2024,13168
김상수,KT 위즈,1.89,113,1.77,0.13,420,413,369,60,102,18,4,4,140,45,3,2,37,6,0,59,12,7,1,0.276,0.351,0.379,0.73,0.126,91.5,103208,2024,10320
